,APP.ID,Date.M2M.Approved,Date.Announced,CIA,Grant.Type,Sub.Type,Simplified.Title,Admin.Institution,State,X2014,X2015,X2016,X2017,X2018,X2019,TOTAL,Broad.Research.Area,FOR.Category,Field.of.Research,Research.KW.1,Research.KW.1.1,Research.KW.1.2,Research.KW.1.3,Research.KW.1.4,RESEARCH_KW_4,RESEARCH_KW_5,NA.,NA..1,NA..2,NA..3,NA..4,NA..5,NA..6,NA..7,NA..8,NA..9,NA..10,NA..11,NA..12,NA..13,NA..14,NA..15,NA..16,NA..17,NA..18,NA..19,NA..20,NA..21,NA..22,NA..23,NA..24,NA..25,NA..26,NA..27,NA..28,NA..29,NA..30,NA..31,NA..32,NA..33,NA..34,NA..35,NA..36,NA..37,NA..38,NA..39,NA..40,NA..41,NA..42,NA..43,NA..44,NA..45,NA..46,NA..47,NA..48,NA..49,NA..50,NA..51,NA..52,NA..53,NA..54,NA..55,NA..56,NA..57,NA..58,NA..59,NA..60,NA..61,NA..62,NA..63,NA..64,NA..65,NA..66,NA..67,NA..68,NA..69,NA..70,NA..71,NA..72,NA..73,NA..74,NA..75,NA..76,NA..77,NA..78,NA..79,NA..80,NA..81,NA..82,NA..83,NA..84,NA..85,NA..86,NA..87,NA..88,NA..89,NA..90,NA..91,NA..92,NA..93,NA..94,NA..95,NA..96,NA..97,NA..98,NA..99,NA..100,NA..101,NA..102,NA..103,NA..104,NA..105,NA..106,NA..107,NA..108,NA..109,NA..110,NA..111,NA..112,NA..113,NA..114,NA..115,NA..116,NA..117,NA..118,NA..119,NA..120,NA..121,NA..122,NA..123,NA..124,NA..125,NA..126,NA..127
355,1079184,2014-10-09,2014-10-17,Prof Philip Hansbro,NHMRC Project Grants,Standard Project Grant,Modifying epigenetics as a novel treatment in COPD,University of Newcastle,NSW,NA,222251,222251,227251,197251,207251,1076253.5,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Respiratory Diseases,chronic obstructive pulmonary disease (COPD),epigenetics,inflammation,pathogenesis,smoking-related diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,1079193,2014-10-09,2014-10-17,Prof Jonathan Golledge,NHMRC Project Grants,Standard Project Grant,The role of angiotensin converting enzyme 2 in limiting complications of aortic aneurysm.,James Cook University,QLD,NA,217825,222825,222825,NA,NA,663475,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),abdominal aortic aneurysm,mouse models,atherosclerosis,cell culture,drug therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,1079211,2014-10-09,2014-10-17,Dr Gregory Moseley,NHMRC Project Grants,Standard Project Grant,Viral targeting of STAT proteins: roles in disease,University of Melbourne,VIC,NA,175058,170058,175058,NA,NA,520174,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,virus,lyssavirus,interferon-alpha (IFN-alpha),innate immunity,vaccine design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1079233,2014-10-09,2014-10-17,Prof Matthew Watt,NHMRC Project Grants,Standard Project Grant,Lipid metabolism in the hypothalamus: implications for obesity and diabetes development,Monash University,VIC,NA,198164,188164,188164,NA,NA,574492,Basic Science,MEDICAL PHYSIOLOGY,Medical Physiology not elsewhere classified,metabolism,lipid metabolism,obesity,hypothalamus,insulin resistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,1079234,2014-10-09,2014-10-17,Prof Heather Young,NHMRC Project Grants,Standard Project Grant,Cell therapy for enteric neuropathies - the essential next steps,University of Melbourne,VIC,NA,212825,207825,225431,NA,NA,646080.7,Basic Science,NEUROSCIENCES,Autonomic Nervous System,enteric nervous system,stem cell transplantation,neural crest,Hirschsprung's disease,motility disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1079250,2014-10-09,2014-10-17,Dr Emma Josefsson,NHMRC Project Grants,Standard Project Grant,Regulation of Megakaryocyte and Platelet Survival in Malignancy,Walter and Eliza Hall Institute,VIC,NA,173369,173369,173369,NA,NA,520105.5,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Haematology,haematology,apoptosis,platelets,cancer biology,essential thrombocythaemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1079309,2014-10-09,2014-10-17,Dr Michelle Lane,NHMRC Project Grants,Standard Project Grant,Metabolic and molecular basis of embryo signalling,University of Adelaide,SA,NA,127359,147359,122359,NA,NA,397077,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,preimplantation,mitochondrial function,obesity,assisted reproductive technology (ART),embryology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,1079318,2014-10-09,2014-10-17,Dr Jane Oliaro,NHMRC Project Grants,Standard Project Grant,The role of DOCK8 in T cell polarity and function,University of Melbourne,VIC,NA,204378,204378,204378,NA,NA,613134,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cellular Interactions (incl. Adhesion, Matrix, Cell Wall),cell polarity,cellular interactions,cell migration,T cells,synapse formation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,1079319,2014-10-09,2014-10-17,Dr Jane Oliaro,NHMRC Project Grants,Standard Project Grant,The role of co-signalling receptors in cytotoxic lymphocyte activity during infection and cancer,University of Melbourne,VIC,NA,214378,214378,286737,NA,NA,715493,Basic Science,IMMUNOLOGY,Cellular Immunology,cytotoxic T lymphocytes (CTL),synapse formation,cancer immunotherapy,receptors,T cell immunity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,1079351,2014-10-09,2014-10-17,Prof Jonathan Baell,NHMRC Project Grants,Standard Project Grant,Discovery of single agents to treat Chagas disease and human African trypanosomiasis,Monash University,VIC,NA,168539,168539,173539,NA,NA,510615.5,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,trypanosomiasis,antiparasitic chemotherapy,drug discovery,medicinal chemistry,metabolomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,1079362,2014-10-09,2014-10-17,Dr Oliver Sieber,NHMRC Project Grants,Standard Project Grant,High-Throughput Discovery of Synergistic Drug Combinations for Metastatic Colorectal Cancer,Walter and Eliza Hall Institute,VIC,NA,494818,294818,259818,281737,139013,1470202.4,Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Therapy (excl. Chemotherapy and Radiation Therapy),colorectal cancer treatment,drug discovery,combination therapy,biomarkers,molecular mechanisms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,1079364,2014-10-09,2014-10-17,Dr Oliver Sieber,NHMRC Project Grants,Standard Project Grant,Role of MACROD2 Loss in DNA Repair, Chromosomal Instability and Development of Colorectal Cancer: Clinical and Therapeutic Implications,Walter and Eliza Hall Institute,VIC,NA,261271,236271,251271,NA,NA,748813,Basic Science,ONCOLOGY AND CARCINOGENESIS,Cancer Cell Biology,colorectal cancer,cancer biology,tumour suppressor,DNA repair,mouse models,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,1079369,2014-10-09,2014-10-17,Prof Jonathan Golledge,NHMRC Project Grants,Standard Project Grant,Upregulating kallistatin to limit abdominal aortic aneurysm.,James Cook University,QLD,NA,214093,219093,214835,NA,NA,648021.5,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),abdominal aortic aneurysm,mouse models,biomarkers,osteopontin,vascular biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1079460,2014-10-09,2014-10-17,A/Pr Susan Berney,NHMRC Project Grants,Standard Project Grant,Functional electrical stimulation assisted cycling (eStimCycle):A novel intervention to improve outcomes in the critically ill,University of Melbourne,VIC,NA,365651,304916,171953,NA,NA,842520,Clinical Medicine and Science,CLINICAL SCIENCES,Intensive Care,physiotherapy,critical care,rehabilitation,muscle strength,cognitive function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,1079475,2014-10-09,2014-10-17,Prof Brendan Jenkins,NHMRC Project Grants,Standard Project Grant,The molecular basis by which the interleukin-6 cytokine promotes emphysema,Monash University,VIC,NA,206271,226271,206271,NA,NA,638813,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,emphysema,interleukin-6 (IL-6),cytokine signalling,mouse models,inflammation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,1079501,2014-10-09,2014-10-17,Prof Tomas Corcoran,NHMRC Project Grants,Standard Project Grant,Perioperative Administration of Dexamethasone and Infection- The PADDI trial,Monash University,VIC,NA,981074,1086074,1111074,1086074,338743,4603038.5,Clinical Medicine and Science,CLINICAL SCIENCES,Anaesthesiology,infection,diabetes mellitus,surgery,outcomes research,immune-mediated inflammation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,1079522,2014-10-09,2014-10-17,Prof Michael Rogers,NHMRC Project Grants,Standard Project Grant,How do bone-active drugs increase patient survival?,Garvan Institute of Medical Research,NSW,NA,182968,192968,164807,52760,NA,593501.5,Clinical Medicine and Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Clinical Pharmacology and Therapeutics,bone disease,monocytes,macrophages,breast cancer,tumour targeting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,1079542,2014-10-09,2014-10-17,A/Pr Natasha Lannin,NHMRC Project Grants,Standard Project Grant,Optimising upper limb recovery following stroke: A randomised controlled trial of the effects of botulinum toxin-A combined with intensive rehabilitation compared to botulinum toxin-A alone,La Trobe University,VIC,NA,314718,405998,315998,NA,NA,1036713.2,Health Services,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),rehabilitation,spasticity,cost-effectiveness,patient preference,stroke rehabilitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,1079583,2014-10-09,2014-10-17,Dr Beben Benyamin,NHMRC Project Grants,New Investigator Grant,Novel epidemiological methods to infer the causal effects of risk factors on neuropsychiatric and cardiovascular disorders,University of Queensland,QLD,NA,119652,119652,119652,NA,NA,358957.2,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,epidemiology,neurodegenerative disorders,psychiatric disorders,mental health,genetics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,1079586,2014-10-09,2014-10-17,Dr Mark Chong,NHMRC Project Grants,Standard Project Grant,Cell-specific regulation of the microRNA/RNAi pathway,St Vincent's Institute of Medical Research,VIC,NA,199718,219378,219378,NA,NA,638474,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,microrna,RNA interference,RNA processing,genomics,proteomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,1079616,2014-10-09,2014-10-17,Prof Ruth Hall,NHMRC Project Grants,Standard Project Grant,Pathways to extensive and pan antibiotic resistance in the globally disseminated Acinetobacter baumannii GC2 clone,University of Sydney,NSW,NA,223122,203122,203122,203122,NA,832487.2,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,multidrug resistance,nosocomial infections,genomics,resistance spread,clonal diversity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,1079645,2014-10-09,2014-10-17,Dr Anna Watson,NHMRC Project Grants,New Investigator Grant,Role of intrarenal nerves in the progression of hypertension and diabetic nephropathy,Baker IDI Heart and Diabetes Institute ,VIC,NA,239446,234446,239446,NA,NA,713337.25,Basic Science,MEDICAL PHYSIOLOGY,Medical Physiology not elsewhere classified,diabetic nephropathy,hypertension,sympathetic nervous system,mouse models,podocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
