Year,ApplicationId,Title,Name,Gender,CareerStage,GrantType,isSalaryGrant,GrantSubType,Institution,State,BroadArea,Category,FoR,TotalAmount,GrantLength
2004,358378,Prof,Jonathon M Morris,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,768900,3
2004,358389,Prof,Eileen D Gallery,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,504500,3
2004,358392,A/Pr,Christopher  O'Neill,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,408000,3
2004,358395,Prof,Stephen W MacMahon,male,Senior,Programs,FALSE,Program Grant - Teams,University of Sydney,NSW,Public Health,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Clinical Pharmacology and Therapeutics,7309675,4
2004,358398,Prof,Geoffrey C Farrell,male,Senior,Programs,FALSE,Program Grant - Teams,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Hepatology,4928323,5
2004,358399,Prof,Anthony L Cunningham,male,Senior,Programs,FALSE,Program Grant - Teams,University of Sydney,NSW,Clinical Medicine and Science,MEDICAL MICROBIOLOGY,Medical Virology,6571329,5
2004,358461,A/Pr,Hak Kim  Chan,NA,Mid Career,NHMRC Development Grants,FALSE,Development Grant,University of Sydney,NSW,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,153005,1
2004,358676,Dr,Kim L Felmingham,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clinical Research ECF,University of Sydney,NSW,Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,272813,5
2004,358700,A/Pr,Christine L Clarke,female,Mid Career,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Endocrinology,651750,5
2004,358702,Dr,Jie Jin  Wang,male,Early Career,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,538250,5
2004,358703,A/Pr,Susan A Balandin,female,Mid Career,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),510250,5
2004,358709,A/Pr,Janet R Keast,female,Mid Career,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Autonomic Nervous System,595500,5
2004,358769,Dr,Grahame K Simpson,male,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Sydney,NSW,Public Health,PSYCHOLOGY,Biological Psychology (Neuropsychology Psychopharmacology Physiological Psychology),143850,3
2004,358770,Dr,Andrew H Kemp,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Sydney,NSW,Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,274313,4
2004,358772,Dr,Mark W Douglas,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Sydney,NSW,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,341128,5
2004,358774,Dr,Viive M Howell,NA,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Sydney,NSW,Clinical Medicine and Science,GENETICS,Gene Expression (incl. Microarray and other genome-wide approaches),304836,5
2004,358779,Dr,Renae M Ryan,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Central Nervous System,310158,5
2004,358785,Dr,Janet E Deane,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Sydney,NSW,Basic Science,MEDICAL BIOCHEMISTRY AND METABOLOMICS,Medical Biochemistry: Proteins and Peptides (Incl. Medical Proteomics),164172,3
2004,358788,Dr,Simon J Potter,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Sydney,NSW,Clinical Medicine and Science,MEDICAL MICROBIOLOGY,Medical Virology,333741,5
2003,358791,Dr,Sarah N Hilmer,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Travelling Award for Research Training - Scholarship,University of Sydney,NSW,Clinical Medicine and Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,7846,1
2004,358793,Mr,Martin  McNamara,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,21064,2
2004,358797,Miss,Sarah L Campbell,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Clinical Medicine and Science,NEUROSCIENCES,Neurosciences not elsewhere classified,31366,2
2004,358798,Mr,Mohammad  Umar,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,20837,1
2004,358799,Ms,Lauren E Holz,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Basic Science,IMMUNOLOGY,Cellular Immunology,77335,4
2004,358800,Miss,Carol G Au,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),75604,5
2004,358801,Dr,Jennifer L Curnow,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Sydney,NSW,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Haematology,114885,4
2004,358805,Dr,Julian G Ayer,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Sydney,NSW,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),108078,4
2004,358808,Ms,Deborah A Donoghue,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,81561,4
2004,358817,Dr,Jeffrey T Fletcher,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Sydney,NSW,Public Health,CLINICAL SCIENCES,Nephrology and Urology,70157,3
2004,358821,Mr,Michael  Amon,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Clinical Medicine and Science,IMMUNOLOGY,Autoimmunity,42499,3
2004,358822,Dr,Adrienne  Gordon,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,92036,3
2004,358823,Dr,Monica M M Lahra,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,60614,2
2004,358826,Ms,Kartharine  Hodgkinson (formerly Smith),NA,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Health Counselling,53894,3
2004,358827,Dr,Amanda  Mather,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,67558,3
2004,358830,Dr,Wendy L Lipworth,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Public Health,APPLIED ETHICS,Bioethics (Human and Animal),108939,5
2004,358837,Ms,Anna H Mangs,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Basic Science,GENETICS,Gene Expression (incl. Microarray and other genome-wide approaches),69635,4
2004,358839,Dr,Abdullah  Omari,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Public Health,CLINICAL SCIENCES,Endocrinology,92036,3
2004,358848,Ms,Kerrie A Evans,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Physiotherapy,39607,2
2004,358851,Ms,Caroline J Reddel,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Sydney,NSW,Basic Science,MEDICAL BIOCHEMISTRY AND METABOLOMICS,Medical Biochemistry: Proteins and Peptides (Incl. Medical Proteomics),75285,5
2004,359200,Dr,Anna  Walduck,female,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Melbourne,VIC,Basic Science,CLINICAL SCIENCES,Infectious Diseases,276000,3
2004,359207,Dr,Stephen J Turner,male,Early Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Cellular Immunology,313000,4
2004,359209,Dr,Leonie M Quinn,female,Early Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,453500,5
2004,359211,Dr,Patrick O Humbert,male,Early Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,359250,4
2004,359223,Dr,Stephen J Wood,male,Early Career,Career Development Fellowships,TRUE,Clinical CDF,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),453500,5
2004,359226,Dr,Helen E MacLean,female,Early Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,CLINICAL SCIENCES,Endocrinology,453500,5
2004,359232,Dr,Nigel J Waterhouse,male,Early Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Tumour Immunology,398835,5
2004,359233,Dr,Robert J Center,male,Early Career,Career Development Fellowships,TRUE,RD Wright Biomedical CDF,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Humoral Immunology and Immunochemistry,453500,5
2004,359237,Dr,Susan A David,female,Early Career,Early Career Fellowships (Overseas),TRUE,Sidney Sax Public Health ECF,University of Melbourne,VIC,Public Health,PSYCHOLOGY,Health Clinical and Counselling Psychology,267018,5
2004,359238,Dr,Jodie  McVernon,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Part-time Research ECF,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,161695,5
2004,359244,Dr,Anina N Rich,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Macquarie University,NSW,Basic Science,PSYCHOLOGY,Sensory Processes Perceptions and Performance,305408,5
2004,359247,Mr,David  P De Souza,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Melbourne,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,52971,3
2004,359248,Dr,Jeneva L Ohan,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clinical Research ECF,University of Melbourne,VIC,Basic Science,PSYCHOLOGY,Psychology not elsewhere classified,37583,2
2004,359253,Dr,Louise A Keogh,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Part-time Research ECF,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,137745,5
2004,359257,Dr,Weiyong  Shen,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Melbourne,VIC,Basic Science,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,12521,1
2004,359262,Dr,Mark A Williams,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Macquarie University,NSW,Basic Science,PSYCHOLOGY,Biological Psychology (Neuropsychology Psychopharmacology Physiological Psychology),307934,5
2004,359264,Dr,Trevor  Chong,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Basic Science,PSYCHOLOGY,Sensory Processes Perceptions and Performance,76964,5
2004,359267,Ms,Jian  Ang,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Travelling Award for Research Training - Scholarship,University of Melbourne,VIC,Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,7500,1
2004,359269,Dr,Bradley J Turner,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,325466,5
2004,359271,Dr,Andrew  Siebel,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Melbourne,VIC,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,271500,4
2004,359272,Dr,Bircan  Erbas,NA,Early Career,Early Career Fellowships (Australia),TRUE,Public Health Australia ECF,Monash University,VIC,Public Health,STATISTICS,Applied Statistics,274300,4
2004,359273,Dr,Graeme  MacLaren,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Anaesthesiology,60614,2
2004,359274,Dr,Nathan J Cochrane,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Basic Science,DENTISTRY,Dentistry not elsewhere classified,108941,4
2004,359275,Dr,Melanie  Matheson,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health Australia ECF,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,309750,5
2004,359276,Dr,Jane  Hocking,female,Early Career,Early Career Fellowships (Australia),TRUE,Public Health Australia ECF,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,271500,4
2004,359277,Dr,Ecosse L Lamoureux,NA,Early Career,Early Career Fellowships (Australia),TRUE,Public Health Australia ECF,Centre for Eye Research Australia Ltd,VIC,Public Health,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,254063,4
2004,359281,Prof,Stephen J Kent,male,Senior,NHMRC Development Grants,FALSE,Development Grant,University of Melbourne,VIC,Clinical Medicine and Science,IMMUNOLOGY,Cellular Immunology,471000,2
2004,359282,Dr,Sophocles  Chrissobolis,NA,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,Monash University,VIC,Basic Science,MEDICAL PHYSIOLOGY,Medical Physiology not elsewhere classified,300690,5
2004,359284,Dr,Meghan L O'Donnell,female,Early Career,Early Career Fellowships (Australia),TRUE,Australian Clinical Research ECF,University of Melbourne,VIC,Public Health,PSYCHOLOGY,Health Clinical and Counselling Psychology,271500,4
2004,359286,Dr,Mark  A Bellgrove,male,Early Career,Early Career Fellowships (Australia),TRUE,Howard Florey Centenary ECF,University of Melbourne,VIC,Basic Science,PSYCHOLOGY,Biological Psychology (Neuropsychology Psychopharmacology Physiological Psychology),173486,2
2004,359288,Dr,Christopher M Smith,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Cellular Immunology,287529,4
2004,359293,Prof,Paul  Mulvaney,male,Senior,NHMRC Development Grants,FALSE,Development Grant,University of Melbourne,VIC,Clinical Medicine and Science,NURSING,Aged Care Nursing,127750,1
2004,359298,Dr,Karen E Holzer,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Melbourne,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,135675,4
2004,359301,Dr,Toby N Trahair,male,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of New South Wales,NSW,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Haematology,225189,5
2004,359303,Dr,Elisa L Hill,female,Early Career,Early Career Fellowships (Australia),TRUE,Howard Florey Centenary ECF,University of Melbourne,VIC,Basic Science,NEUROSCIENCES,Central Nervous System,173750,2
2004,359306,Ms,Tessa G Keegel,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Environmental and Occupational Health and Safety,80808,5
2004,359312,Dr,Christopher  Plummer,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,108078,4
2004,359314,Miss,Abigail  Clements,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Travelling Award for Research Training - Scholarship,University of Melbourne,VIC,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,12200,1
2004,359316,Dr,Andrew M Wilson,male,Early Career,Early Career Fellowships (Overseas),TRUE,Neil Hamilton Fairley Clinical ECF,University of Melbourne,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),381445,5
2004,359317,Ms,Suzana  Kovac,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Melbourne,VIC,Basic Science,CLINICAL SCIENCES,Gastroenterology,63934,3
2004,359318,Dr,Rebecca H Wong,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Basic Science,DENTISTRY,Dental Therapeutics Pharmacology and Toxicology,60614,2
2004,359319,Miss,Amy L Mibus,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Melbourne,VIC,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,20837,1
2004,359320,Dr,Dominica  Zentner,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),45356,2
2004,359322,Mr,Finlay W McNab,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Melbourne,VIC,Basic Science,IMMUNOLOGY,Cellular Immunology,53227,3
2004,359325,Mr,Leon F Heffer,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),75090,4
2004,359329,Dr,Samer  El-Kaissi,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,IMMUNOLOGY,Immunology not elsewhere classified,45356,2
2004,359332,Dr,Louise E Allport,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,45356,2
2004,359334,Dr,Anita  Vinton,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Neurosciences not elsewhere classified,60614,2
2004,359339,Ms,Olivia M Dean,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,Mental Health Research Institute of Victoria,VIC,Basic Science,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,57344,3
2004,359341,Ms,Kerry-Ann F O'Grady,NA,Early Career,NHMRC Postgraduate Scholarships,FALSE,Training Scholarship for Aboriginal Health Research,University of Melbourne,VIC,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,81529,4
2004,359345,Miss,Jurstine  Daruwalla,NA,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Melbourne,VIC,Basic Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,42125,3
2004,359347,Dr,Nicolas C Clark,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Melbourne,VIC,Public Health,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Clinical Pharmacology and Therapeutics,30014,1
2004,359349,Dr,John S Lubel,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,CLINICAL SCIENCES,Hepatology,96858,4
2004,359350,Dr,Olga  Skibina,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,NEUROSCIENCES,Central Nervous System,80801,3
2004,359351,Ms,Anastasia F Hutchinson,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Melbourne,VIC,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,66794,3
2004,359374,Prof,Doris  Young,female,Senior,NHMRC Strategic Awards,FALSE,General Practice Clinical Research Grant,University of Melbourne,VIC,Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,557824,4
2004,359768,Dr,Weier  Qi,NA,Early Career,NHMRC Postgraduate Scholarships,FALSE,Travelling Award for Research Training - Scholarship,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Nephrology and Urology,10000,1
2004,361302,Ms,Belinda K Cornes,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,Queensland Institute of Medical Research,QLD,Public Health,GENETICS,Quantitative Genetics (incl. Disease and Trait Mapping Genetics),52971,3
2004,361303,Miss,Christine Jane Percy,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Queensland,QLD,Basic Science,CLINICAL SCIENCES,Nephrology and Urology,75093,4
2004,361304,Dr,CHIEW Y WONG,NA,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),60614,2
2004,361305,Miss,Lillian Ying-Ying Huang,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Queensland,QLD,Clinical Medicine and Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,95951,5
2004,361306,Dr,Lizelle  Hanekom,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),60614,2
2004,361307,Dr,William Stuart Moir,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),53464,2
2004,361308,Mr,Liam  Town,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Queensland,QLD,Basic Science,GENETICS,Developmental Genetics (incl. Sex Determination),53031,3
2004,361310,Miss,Elaine Catherine Thomas,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,75093,4
2004,361312,Ms,Bridget M Appleyard,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Queensland,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,74769,5
2004,361313,Dr,Janelle C Nisbet,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,92685,4
2004,361314,Ms,Elizabeth G Holliday,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Queensland,QLD,Public Health,GENETICS,Genetics not elsewhere classified,42068,2
2004,361322,Dr,Mathias  Francois,male,Early Career,International Exchange Fellowships,FALSE,INSERM Exchange Fellowship,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,71251,1
2004,361324,Dr,Deborah A Askew,female,Early Career,NHMRC Strategic Awards,FALSE,General Practice Clinical Research Grant,University of Queensland,QLD,Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,550343,4
2004,361600,Mr,DARRELL  MUCHE,male,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Heart Research Institute,NSW,Not Allocated,NOT ALLOCATED,Not Allocated,9469,1
2003,361601,Ms,Anna M Marcon,female,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,National Stroke Research Institute,VIC,Not Allocated,NOT ALLOCATED,Not Allocated,9087,1
2004,361602,Ms,Heather A Gallichio,female,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Alfred Hospital,VIC,Not Allocated,NOT ALLOCATED,Not Allocated,8329,1
2005,361603,Miss,Anna E Varga,female,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Royal Adelaide Hospital,SA,Not Allocated,NOT ALLOCATED,Not Allocated,8307,1
2004,361606,Ms,Helen  Thomson,female,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Peter MacCallum Cancer Centre,VIC,Not Allocated,NOT ALLOCATED,Not Allocated,7307,1
2004,361607,Prof,Rod  McClure,male,Senior,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Injury Prevention and Control (Australia) Ltd,QLD,Not Allocated,NOT ALLOCATED,Not Allocated,7248,1
2004,361608,Mr,Kwaku D Asomani,male,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Edith Cowan University,WA,Not Allocated,NOT ALLOCATED,Not Allocated,7132,1
2004,361609,Ms,Maria MA Arena,female,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,University of South Australia,SA,Not Allocated,NOT ALLOCATED,Not Allocated,6651,1
2004,361610,Dr,Sianna  Panagiotopoulos,female,Early Career,NHMRC Infrastructure Grants,FALSE,Equipment Grant,Austin Hospital Medical Research Foundation,VIC,Not Allocated,NOT ALLOCATED,Not Allocated,6128,1
